ExerciseDays,BMIPercentile
0,26.61563241
4,67.85584641
0,67.35761931
0,53.96737126
6,49.99841183
0,58.13000792
0,15.79592418
1,98.2651427
7,88.86798665
7,49.0050896
7,90.51467987
7,35.93437682
7,77.00916842
3,54.15385884
4,94.82910931
7,96.4516332
5,78.10688836
5,93.83224704
0,0.727335305
4,76.16361312
6,61.79232599
4,61.78523973
6,63.9371367
3,61.12521977
0,55.62821787
3,28.71252147
1,4.047351474
2,99.56965707
4,95.82738211
5,93.65518174
2,56.82844588
0,99.62507924
7,94.96238433
0,98.93270684
0,95.74178272
0,98.60721745
0,65.59859256
0,87.00265796
7,41.98150796
5,96.13778319
0,90.49868957
5,94.25302614
0,90.30676878
0,80.06893476
0,57.17098739
6,79.81817498
7,28.59861823
7,93.19041908
0,94.85754834
0,53.65661966
1,50.9578953
0,98.49023109
1,92.62027788
6,99.25443347
1,47.5215336
7,25.04857867
4,97.76629197
7,30.15776039
7,95.50889982
4,59.02079621
2,96.65456993
7,45.29045811
2,74.23946269
3,47.57875662
7,35.75781836
5,62.34594798
4,48.80118201
2,92.10012007
6,97.39930133
6,77.71427667
4,90.45285503
1,79.36575134
7,66.5318241
5,89.13675181
7,95.72836219
0,86.52052376
4,28.08611963
0,86.29008291
1,84.55301022
6,57.95910476
1,81.94224698
3,97.68971482
7,51.54647892
7,38.18531901
7,98.08572513
5,78.29032257
3,99.70626486
7,74.56135167
1,97.56644906
0,62.19393818
7,78.57310447
5,80.79828964
1,64.39459478
0,43.38387385
0,11.98787945
7,41.63382054
7,99.68922487
3,29.22517342
4,74.10960037
0,98.39245042
0,63.43400792
1,57.85683861
4,84.80186567
0,80.08049978
5,93.8107995
0,30.29781056
0,89.17552609
2,42.90537454
2,13.56097159
4,78.31570259
1,62.41050615
6,8.864303891
0,77.79529438
6,60.66321529
5,71.06228764
7,80.57629926
0,87.80306641
1,92.76606871
5,53.24794021
4,75.39423481
7,50.280802
0,70.90474907
3,95.9856148
2,91.76883047
6,92.79596662
7,35.5309219
7,87.39539654
7,9.226937862
6,95.38126273
3,88.10799552
0,98.39388191
1,95.61447369
5,58.06394871
4,56.25019224
7,40.43646118
7,70.40604141
0,38.13469566
7,99.75861999
3,94.07873343
3,73.71563971
3,93.82384404
0,93.82384404
0,63.73246211
5,43.05793445
7,77.04936127
4,96.96756116
4,66.84791246
0,21.16741012
7,11.02852702
0,70.52490109
4,50.74874814
4,95.86350969
2,76.45531451
0,97.17163093
7,48.91723068
1,28.26930783
0,84.21561074
0,53.70643103
7,97.57939704
1,95.58384077
0,23.90166614
2,92.56422299
0,79.08474787
2,57.7634963
4,98.14047195
7,60.11766537
6,98.63342533
7,98.29282347
0,37.69752711
0,31.68377923
3,69.42430866
0,24.60515146
5,93.12572961
1,94.86641154
4,66.95017509
7,47.9840088
2,93.98925052
7,98.58554973
2,69.17629728
7,11.36765591
5,93.83047221
7,77.26025341
0,92.6891161
1,71.87126497
1,50.9578953
0,21.08701585
4,55.49638039
0,58.52441383
4,83.65146996
7,40.97602766
7,90.78885624
2,90.19387473
2,12.31976023
5,89.98187058
1,4.313275925
1,0.043414673
2,93.13918876
0,96.04613312
0,41.76200357
7,96.0698293
7,87.63003201
1,28.6085372
2,67.38519263
2,83.83716201
3,29.94956941
5,84.65821042
7,28.26874176
6,92.21898657
7,92.03306019
7,88.96262787
0,74.21644586
6,9.141686811
7,97.68922962
3,81.62895753
3,45.33714908
4,9.128909438
5,71.8600337
2,44.4441058
7,81.55152509
4,98.47112633
0,5.110339504
1,97.96916252
3,51.43339993
7,97.82177107
2,98.28941691
6,98.57684626
6,55.1022432
0,47.22319469
7,89.72830782
3,36.20974188
3,90.27142777
2,94.73738662
1,99.49013517
7,97.73334111
5,88.26731787
1,82.35248516
5,90.05670299
0,88.03066825
4,72.08322728
4,74.81987587
7,91.6123508
5,57.62712177
1,83.60595681
3,96.35496723
3,90.64350563
7,76.03563955
0,56.29565269
0,91.81911184
0,43.30369499
3,49.0050896
3,93.68213603
6,29.39432739
3,23.44435379
6,56.33066315
6,67.33594521
0,55.79291405
6,52.08583923
1,89.6840555
0,94.98864216
2,93.80698139
6,70.11803045
3,97.79553173
0,56.12875598
6,82.44167213
3,46.60251916
0,73.92695074
0,94.67397253
1,62.69465422
2,98.92255184
2,21.08701585
2,28.80115886
2,31.17348693
6,61.12521977
2,52.08583923
5,8.924870102
6,99.04348497
2,60.66321529
7,98.35326325
1,69.20707098
1,77.55710461
5,85.77710766
4,93.57527412
0,75.23984427
0,97.16639571
0,69.82409651
5,94.34347293
0,98.8000269
0,17.88574091
7,32.8547859
3,35.19576612
1,89.18013144
0,97.99422343
0,97.50170375
7,79.456875
0,47.57670396
1,97.88877383
7,99.39631098
3,34.10784442
2,40.5504485
0,88.7776461
7,96.35800023
5,94.81601353
7,99.07215527
0,67.61599886
0,96.87222741
0,97.80884941
4,74.94487901
2,32.35454194
7,96.39064078
0,17.57936474
6,92.18630697
5,57.45911163
2,78.93034949
1,49.81147084
5,89.67996731
3,80.08049978
0,16.01481832
7,67.16680562
0,67.16680562
3,83.95952719
0,22.00897479
7,40.85216047
3,18.46382222
3,54.0748055
3,97.97256902
3,91.5333218
1,92.23530338
0,52.22408981
0,77.19065117
2,24.58722165
7,93.73930231
4,3.209661217
7,93.07876798
3,47.9840088
5,34.50957135
0,80.59668985
0,95.52931923
3,92.48425568
0,80.22345378
7,97.63424086
7,96.43490286
3,52.25342381
7,99.78517012
5,18.46382222
4,80.60383865
3,92.23753937
0,87.00265796
5,56.72044489
5,83.37695745
1,78.35309341
6,45.32659387
0,89.49035517
6,82.97393233
0,76.1728684
7,50.9578953
1,14.92817015
0,27.97089061
5,69.13085778
2,29.69965869
0,66.5318241
7,70.98914018
3,92.43894051
3,3.626714908
7,98.72004865
7,25.53869483
0,0.043236225
1,98.39556937
7,83.07135381
0,1.371596144
0,98.65088235
0,55.7534678
2,98.72874156
4,52.96298965
2,87.3464244
4,82.36982392
6,23.10048656
2,99.28857417
0,84.60145534
5,8.127031697
1,97.95719303
0,98.28873106
5,9.826057182
1,92.76671267
2,23.81912584
3,43.13596229
3,10.1969851
2,6.915720496
7,85.96131528
6,91.71791725
1,46.34039738
1,69.5988229
0,93.03534234
0,45.44473003
3,80.45814115
0,94.70832232
3,96.95328396
0,40.56457096
1,58.8744133
2,77.43637316
2,64.39459478
7,68.81281941
3,98.74065811
2,62.8321027
1,66.74525704
7,78.31747374
5,70.42286025
1,51.74396482
3,99.09283277
5,82.3894253
7,69.13113635
7,78.31747374
6,95.20802859
0,83.32808854
0,78.97948646
2,87.50130417
7,89.95541728
2,55.25368069
0,28.54864874
1,89.95541728
6,98.20890062
5,61.87699019
1,70.84066228
0,98.75115036
2,96.23617059
4,93.70814407
1,99.29852133
5,53.24794021
0,93.60682849
4,94.70832232
7,91.03645792
2,77.68619969
1,96.91886451
7,67.92773224
0,90.62652344
5,70.69643499
2,86.01482812
5,96.51246875
7,76.03563955
3,42.05103451
5,38.42613501
3,89.72661081
7,91.73522304
1,91.91843733
7,94.18563779
3,99.54353781
3,93.75348001
0,85.96959804
0,99.51056878
3,93.60779165
1,99.53302947
5,58.79143344
5,33.66779009
4,48.40583313
2,94.79064882
6,80.49896065
0,79.92192149
0,2.986385807
0,77.90946043
2,58.96570164
0,70.88675003
5,97.84845575
6,97.19040936
5,30.70445124
0,57.42808938
7,94.59678707
0,91.6123508
0,51.62074
3,96.72407738
0,74.22155378
7,90.58080359
6,92.20626744
6,51.75407526
1,25.54426508
7,89.08334673
2,47.92411245
7,73.87758954
7,94.14481522
0,93.65318808
7,98.47449685
0,53.50194471
0,97.73477455
5,81.91225318
3,74.60880949
1,62.8727162
7,53.2684037
2,61.32168999
0,25.58313701
4,60.60293794
1,94.08941914
4,38.60495566
0,91.63840562
7,96.57697985
7,87.31008509
4,40.07525181
2,83.70656699
2,73.30661232
5,58.54997123
2,3.482496475
7,94.30346421
0,29.15338495
5,80.50659742
0,99.55259752
5,95.67864261
7,94.2759146
6,94.28594866
7,71.28169648
6,79.81648603
0,79.58428705
6,76.7529281
0,77.80336579
7,68.81281941
5,71.79758191
3,86.68831688
2,93.19114022
5,79.60759792
0,2.503724371
7,91.91194746
5,95.24491892
3,83.72971442
6,85.59959479
2,87.30229116
4,87.9278736
5,48.67945209
5,81.93007011
0,55.49169732
5,62.81069922
3,53.34483232
0,74.97339737
0,40.55138048
6,69.23037829
7,59.11401161
1,46.57601987
4,61.11298954
0,18.46336599
7,3.637992075
0,92.09238408
0,81.94224698
0,62.34594798
7,85.44054833
4,86.02675338
0,96.75003092
1,70.57774417
1,72.08322728
0,99.66678625
7,71.7892736
1,98.09399692
5,74.45590053
5,60.66321529
1,93.82384404
5,80.83682069
2,44.29519256
1,90.86753501
7,56.10159588
0,42.06368238
0,80.06893476
4,97.32805378
0,14.41009254
0,84.80186567
0,62.03042194
5,59.76694736
4,88.10799552
1,56.63986085
0,36.68936176
2,87.97784219
1,94.5410663
2,88.10799552
0,59.93830272
0,98.04103299
5,71.15953
3,47.22319469
0,94.9204042
3,99.33260638
0,87.0393965
3,76.32444601
7,86.74519316
5,74.65464156
0,68.73980755
3,16.84718793
7,43.7908813
5,74.63209612
3,71.52922262
0,97.65533802
5,98.48738358
1,68.71207628
5,98.95895127
1,86.202343
7,91.57529725
2,63.88776352
4,67.85584641
2,85.03453453
0,95.40360784
0,83.07923933
3,17.53146859
7,71.51246478
7,88.16756815
5,93.58318047
0,79.88256321
5,99.29030394
4,78.86564821
0,64.74907315
0,91.23362001
0,92.84085921
2,99.07598878
0,91.02982073
5,57.0210877
0,89.17048644
1,91.45626301
1,99.10961911
0,62.45929785
0,94.1589128
3,67.33594521
0,66.5318241
4,34.47387616
4,90.45285503
0,91.63970234
2,23.10048656
5,50.50283383
2,43.75638371
1,93.19045496
0,70.73919153
0,76.04241089
0,97.29153341
2,87.80684545
3,96.38472826
0,82.00000858
0,57.95910476
0,57.62712177
4,93.13918876
2,24.47152508
0,99.04348497
7,97.9086358
7,55.7534678
7,84.41178425
0,99.28284017
0,62.39033084
3,87.16521278
2,53.02162601
3,71.87126497
0,66.16040353
0,37.9713165
5,85.02793323
2,30.30875579
0,74.34578782
1,27.97089061
7,79.16293108
4,67.16680562
0,94.68772468
0,31.95457566
3,97.77125198
0,95.15545676
6,77.39416894
2,86.48349966
4,99.37568867
1,98.67150455
7,73.9888078
7,30.54443285
1,84.15375532
7,36.8619196
4,89.35020935
4,40.28123287
7,63.67531538
7,99.39691176
0,1.438001467
7,52.08583923
5,95.52931923
5,62.76351399
7,38.53470375
1,39.11861889
5,87.98815832
5,68.32942299
2,93.13918876
0,16.31431911
2,98.88433472
4,56.79061795
5,16.07018104
4,63.18457667
0,85.86746891
0,67.50042545
0,56.22159575
0,93.80678317
3,15.53240804
0,87.10333515
5,74.63209612
7,63.00335407
3,45.71292164
3,45.57785392
1,96.13778319
7,95.94325967
4,71.4546828
4,72.13833601
7,60.9709885
4,77.28691174
6,98.2720773
7,99.68296497
0,90.94397595
3,98.99548699
7,22.48260014
6,98.35326325
5,56.26811413
5,58.93820481
7,98.53012868
0,98.98438473
1,97.44355561
1,85.8509833
5,99.12757979
0,87.25039898
0,81.39556377
0,70.67451976
4,95.74665373
3,8.956686291
2,96.07162084
4,96.86925218
7,97.07114887
4,73.28198884
5,61.87699019
5,53.24794021
2,98.94587359
5,97.07114887
4,98.04942886
7,78.01416162
7,54.93952038
3,96.14136409
3,97.27674042
0,98.48506184
0,61.87699019
3,84.2338361
5,90.23404612
0,30.29781056
1,54.82320838
1,51.62074
0,72.79561651
0,95.63240476
0,90.05670299
0,94.34383228
1,21.293857
2,47.25298589
2,82.389679
7,76.08348266
7,55.79291405
0,97.95302101
0,92.1853654
6,69.86952348
5,92.48425568
7,87.63003201
5,80.08049978
5,69.82409651
5,68.17962468
2,76.51833401
2,94.62206272
7,89.08334673
0,96.61522754
6,53.80555731
3,53.91201918
7,82.389679
7,35.33010211
6,37.18895874
0,73.65945206
1,84.28101485
2,32.3855029
3,62.8321027
0,61.78523973
1,99.42936535
7,83.06982867
0,23.7023249
0,30.29781056
4,78.97182509
1,96.78373453
7,97.25191593
7,94.81674506
2,73.79952113
0,19.43625279
5,97.64942959
3,76.08348266
2,29.08833714
0,99.74719971
0,56.04225389
7,98.04103299
6,47.28464354
1,96.4728734
4,95.23595706
4,83.68644276
0,94.14135345
2,79.94873312
5,43.90392845
3,98.75455222
2,98.12733239
0,78.31747374
5,55.56148302
7,31.07979211
3,98.39202929
0,97.56644906
1,39.89788004
0,91.20841611
0,93.80678317
0,95.73866916
0,24.29534301
6,45.4519563
3,95.53715522
4,3.432214456
4,60.9709885
2,94.18182268
2,25.66497134
0,97.59846228
0,35.68385606
1,87.98815832
6,77.27245919
4,68.17962468
7,87.27836214
3,94.89706786
0,87.19251087
0,94.10176513
5,62.69465422
4,38.18531901
3,90.44273214
5,83.90474553
5,97.83663541
0,99.92076134
4,39.55289509
2,97.84676339
0,65.99443629
0,99.71427827
0,94.37294768
0,75.83754765
1,71.14471031
1,81.02041569
0,97.8857456
7,49.63757589
7,62.14066414
3,64.9623322
7,42.05103451
3,89.9964869
5,74.69115727
2,92.68923451
2,21.64394878
7,97.82278208
7,94.05766279
2,92.39337265
2,99.5163667
1,64.31389023
0,12.35928755
0,98.63472561
7,56.72430248
0,94.10763278
2,99.10475165
2,99.39611272
4,79.93438595
0,42.05103451
6,51.57969595
3,95.61401865
5,98.46138653
0,98.73671107
0,20.6252806
0,46.75078327
3,14.92817015
7,89.58309072
0,96.78605651
0,69.83564514
7,59.36187206
7,62.71354329
7,87.44951172
5,23.10048656
0,89.49035517
1,34.47387616
3,7.756995566
4,47.08338833
5,73.74393215
3,99.17877015
3,26.55798646
0,83.28297774
6,79.37279924
5,68.21013236
5,39.62479013
3,23.38379549
0,59.20436934
0,61.69382467
4,96.42850179
1,16.31431911
7,43.63390292
1,45.87527465
6,53.65951294
1,89.7600136
2,54.82320838
5,52.55947074
4,2.538634989
5,77.74149951
0,77.80336579
4,63.79345154
1,51.99882236
7,79.93333423
4,89.61556172
7,95.7219043
7,67.66135662
7,75.23984427
4,74.10960037
7,58.74510972
0,47.22319469
1,73.05961868
6,53.55741993
1,25.54426508
7,93.79838032
0,82.9105435
7,90.51467987
0,0.429815789
2,6.476856891
0,1.003604688
2,96.85537184
2,92.63103874
0,96.90469009
1,28.36149003
1,36.68936176
4,77.20364961
3,76.16361312
0,73.74393215
7,72.36104809
6,21.25383112
5,84.10727673
4,61.12521977
5,99.59802359
0,98.86366606
5,99.31641219
0,85.01319145
0,81.30024456
1,89.98187058
5,88.95240548
0,98.60574303
0,28.91092809
2,87.36397116
0,57.76940034
6,6.655533385
5,73.29906006
2,91.84706392
7,71.88886111
5,95.15268037
0,82.1545869
3,46.5812907
5,88.37612136
3,47.28464354
7,2.885912336
7,88.71386904
1,99.23039212
6,60.43019257
7,21.37082787
1,97.01886642
7,77.86602504
0,48.21839695
7,94.20247675
0,90.27931362
0,58.69524984
0,79.48695243
5,23.83152556
5,72.16135334
0,97.91385948
7,40.07525181
0,98.27574094
4,40.07525181
0,75.744874
4,33.79539728
0,57.52992298
7,24.7571985
1,44.33467794
0,13.85179948
0,52.85458427
3,90.63852931
7,86.79121692
2,92.66928372
7,98.0160854
7,75.35975743
3,26.68936925
0,99.45271084
0,81.88920139
3,88.99955787
5,93.8171533
2,61.11298954
3,74.25962481
1,44.29519256
2,62.95970228
2,67.48018081
0,97.9910206
0,88.70232652
0,98.90478197
4,80.35885458
1,19.34593133
0,64.47468905
5,64.30723303
0,87.53749489
6,28.91092809
3,31.7119088
7,58.69524984
6,90.63414561
1,83.98189668
6,56.12875598
1,49.88343043
2,72.60095123
7,19.86901809
7,27.64092077
7,13.74578822
0,10.0980018
4,96.57697985
2,57.01956638
6,1.215131569
6,45.44473003
7,75.11573491
2,70.14793483
7,54.17561128
2,91.3421136
7,74.72220037
7,85.29122235
6,38.01943648
0,69.5988229
7,98.38849004
5,98.88203353
7,57.7634963
7,61.71262234
2,1.198351111
7,96.10352146
0,20.98116784
0,98.46270113
3,55.56660731
5,62.48035985
5,57.42808938
6,39.92043288
4,67.4044543
5,31.37615111
7,31.07256054
7,68.50243505
2,94.89100241
6,74.74124853
1,2.116976511
0,83.32303085
1,58.2330153
5,45.42668553
2,67.16680562
5,89.52466745
2,98.32929306
6,81.31873995
0,11.0790396
6,9.548098269
7,70.63947195
7,53.91201918
7,77.86602504
3,99.32441627
0,52.7668932
7,57.42808938
7,91.78639402
4,91.84480724
7,47.49270385
0,95.34309976
7,47.49270385
2,68.13816439
3,28.59861823
0,65.99443629
0,58.15238086
0,77.19065117
0,71.891691
5,84.19561124
0,98.06192313
1,11.68740441
0,90.27931362
2,56.22904265
2,84.16819767
5,19.38451665
7,99.08162181
0,90.38448819
5,97.91385948
7,96.35684269
3,24.7571985
5,31.95457566
2,58.87622836
0,0.745559691
0,79.56062473
7,99.31045428
4,74.0489888
1,83.70656699
7,25.58313701
6,63.11263253
7,94.70694647
7,50.50283383
7,19.38451665
0,87.10946842
0,96.83911268
0,98.0718751
7,82.7114493
0,93.74616287
0,87.82388732
0,74.41879277
0,89.59113592
2,91.42274048
1,87.73497018
0,41.5155192
0,74.57239196
0,36.56155956
0,81.86351046
2,93.8107995
4,66.72581086
2,18.66682582
2,22.52975434
6,93.57527412
0,52.12369341
7,61.46573111
6,41.88017444
2,13.74578822
7,33.17546115
5,47.3616047
1,96.07552631
5,99.58480494
2,98.92238016
2,99.21772474
0,70.67451976
0,91.74867665
7,66.54550193
5,84.24782523
5,95.95266943
0,7.576915771
4,72.66703407
3,92.86925353
7,57.73493509
3,48.82355055
5,54.82320838
1,99.11999382
3,51.42956132
0,87.50167897
5,82.3894253
5,30.85649979
7,88.10213665
7,34.20904036
4,12.09755724
5,9.121137473
1,95.34311212
0,87.30229116
7,96.92930157
7,63.65662642
0,59.74232868
7,61.00492226
0,12.10731678
0,38.53470375
3,84.10727673
5,50.57461132
3,50.280802
2,81.7100925
2,99.6759439
3,62.18674919
6,41.90226796
2,96.99419797
3,17.54872121
5,55.18146429
7,71.88886111
7,38.01943648
2,80.3927078
7,93.2851331
1,93.9072722
3,96.51493262
1,57.565051
1,8.138467324
2,91.73244705
2,25.41657083
2,90.05873305
1,97.1520382
0,59.84743653
0,93.8107995
2,92.76477417
5,68.93605413
3,5.810223165
0,52.62687394
6,97.0639858
2,72.55345836
3,88.66525278
2,81.96841613
2,67.73802914
7,60.76861032
5,36.09086758
5,97.42510515
6,86.55514183
3,97.49494147
0,97.06188058
0,97.54537298
7,58.10402513
0,54.76825471
7,96.02199137
4,64.62836913
0,76.82269242
3,95.25979986
5,15.90455258
3,37.10910697
2,7.433236146
3,90.98864651
5,57.52992298
2,93.77769772
7,92.39337265
7,65.99443629
4,99.61112382
1,95.42945459
3,16.83873014
2,21.65105145
2,80.25071672
1,57.45496513
2,82.78836576
0,90.06772465
0,55.15612985
0,86.84669781
5,72.58487629
0,16.73765563
0,94.73922869
0,86.31896631
7,79.456875
0,79.37279924
0,99.50195472
1,84.84665926
0,99.83469344
7,99.34328906
4,84.16819767
4,54.76825471
3,0.64388101
0,41.76200357
3,98.3625801
2,19.63535407
0,57.7634963
2,73.87758954
2,83.59949632
6,47.04174902
0,42.79220671
6,54.04791735
6,96.02199137
0,29.00056766
4,82.95619566
2,63.48927185
0,47.52350758
2,57.92472989
4,91.19578866
7,45.98732433
7,32.11184331
0,73.49549106
3,72.77371208
7,86.06465377
3,26.01707526
1,91.93240863
1,81.39556377
7,3.346897723
0,95.59023937
0,51.65120624
0,98.243241
0,96.18066632
0,98.37193853
5,95.92419084
5,72.81720747
1,7.337996978
2,79.56062473
5,95.32202267
2,78.52962614
1,77.00758829
0,54.64792215
3,74.0489888
2,64.78380301
3,42.05103451
0,87.91928191
3,10.19047263
0,92.80500857
0,1.274533136
0,0.949175535
1,54.81893823
7,75.59564792
0,76.76225574
2,71.44508093
0,28.91092809
0,94.62610005
1,85.96959804
3,92.58112432
0,18.64933154
0,99.59389201
4,96.96236124
0,25.04857867
5,97.89476687
3,98.63342533
2,48.32468565
5,68.50243505
0,62.8321027
5,22.86186612
0,89.0666343
3,5.221698862
7,86.1407343
7,80.23583676
7,94.33868444
1,83.09080929
2,94.05766279
3,70.67451976
0,85.71224216
0,78.71212761
1,51.34192391
3,91.89342822
2,21.89069518
7,99.48258298
0,27.57233516
1,74.23898476
0,51.28932037
0,29.7578994
0,92.61569365
4,38.01409877
0,27.25450767
6,99.35762909
6,91.89342822
6,97.58793625
2,40.54914168
3,62.34302909
5,90.08907671
0,98.28941691
5,68.38112974
1,57.7634963
3,93.95733265
1,98.52352334
7,61.4875819
0,90.74566924
3,78.62520147
3,99.45972584
2,95.88456361
0,70.02580011
5,97.52205043
6,65.10834035
6,47.95897712
4,94.05416813
0,92.09920035
5,79.19538136
7,58.8744133
5,97.95071688
3,40.55138048
2,45.87527465
2,80.79348995
5,60.44079147
4,99.1094941
4,58.09322257
7,38.84735987
0,99.56856299
0,59.36187206
0,92.94610432
5,12.03046883
0,98.26889208
1,70.79270495
1,53.20245682
7,40.05564445
1,8.447500337
0,29.36620695
7,87.36289335
7,99.80980039
5,42.12549278
3,57.95910476
0,65.93660653
0,35.04876286
0,25.09923397
5,13.53750567
1,95.84723835
7,95.59023937
5,61.12521977
0,73.71563971
2,1.77122352
7,94.42613201
7,93.82384404
0,87.89933447
0,37.6095217
7,48.32468565
5,13.74578822
7,52.12369341
1,99.05146362
4,47.49270385
0,30.70445124
7,93.38093618
0,40.43646118
1,57.60270767
4,37.55228267
7,89.21867624
6,45.83913136
1,43.94501206
7,75.2628239
1,30.44393846
0,23.38379549
5,69.87171391
7,26.12873047
0,83.84481951
7,72.81720747
0,36.41834536
0,51.32765319
0,87.68662103
5,17.10726474
1,99.01275718
7,93.00715187
1,73.71563971
2,13.01481827
0,47.28464354
2,95.88643657
6,47.63991712
7,47.28464354
0,30.14155853
7,58.07262747
5,32.49797332
3,0.892110261
7,64.48479627
5,97.81257649
0,96.71200852
0,20.85281344
3,92.38289452
2,93.8762319
3,22.66659312
0,89.43864374
3,62.19393818
6,27.8727641
2,56.82844588
0,23.90166614
0,73.91347781
5,96.86371878
0,7.598125146
0,96.30951314
1,44.92105057
0,99.75019808
2,66.99718709
0,83.86594073
2,43.15247839
7,94.60980443
7,0.299302817
7,79.92192149
0,38.52844039
0,92.63103874
1,92.09238408
0,99.03689575
0,72.13833601
5,77.81153178
0,75.92719998
1,83.39984129
3,47.9840088
5,98.81371351
7,9.162769583
0,32.81481009
5,90.19374415
3,14.41009254
0,2.746666001
1,70.57774417
4,98.6391886
6,92.41928342
7,64.82966753
0,47.52350758
3,95.86762868
4,53.96737126
1,31.05604841
2,4.891812081
6,18.66682582
4,95.71269842
6,81.82099807
1,87.62899868
3,71.24517665
0,91.10128528
7,79.73361306
0,26.01707526
3,97.199464
0,80.58606126
0,82.39060777
2,38.07674169
0,97.11900696
5,51.07051564
3,72.01866756
0,5.925424048
5,98.32881877
0,8.179150714
5,82.18267485
3,94.86641154
4,68.37554129
6,93.12572961
0,70.24465288
7,87.0929914
7,37.97610596
3,33.17546115
4,68.32942299
5,83.8443561
5,88.69767669
0,36.17262129
5,35.70830555
1,93.26953677
5,24.7571985
4,40.93399679
2,90.3259285
5,60.76861032
0,7.683978269
5,26.6755441
5,80.72756796
0,73.48550449
2,84.25378028
5,15.29718496
2,62.8727162
0,89.22633477
7,99.39312265
0,85.98623842
0,5.105593606
7,41.49272193
7,69.77678882
7,84.84665926
6,59.81053194
3,89.41316525
7,98.20741258
1,31.84410473
0,63.43175519
3,74.26220694
1,94.1589128
1,96.92327921
5,96.02199137
7,66.54483144
7,5.750020485
5,72.98083347
0,70.79270495
3,98.7925167
1,45.32759373
7,92.09238408
7,25.9046623
5,47.66003889
5,66.72581086
4,50.95276905
4,21.76200891
4,77.20364961
2,84.57262784
2,97.23638701
0,97.02213328
2,12.10731678
2,99.77214533
5,52.00817272
4,14.02708141
7,96.94146884
3,91.32906814
4,97.54537298
7,12.91992517
5,93.8867959
5,97.16411028
7,98.44768624
1,65.72450251
0,99.17126339
7,38.07674169
7,35.19576612
2,27.78101262
5,30.2601081
0,96.11047765
7,87.50167897
0,42.79220671
3,96.12583288
6,55.52547731
0,81.80727095
4,42.99301921
2,96.65366329
7,21.293857
7,62.8727162
2,94.63506826
0,40.85216047
5,69.32665792
7,55.49638039
0,77.7669271
0,38.13969216
5,27.97089061
2,87.31007779
0,65.50167855
2,56.12393568
2,67.35690955
0,87.18889527
7,35.06116021
4,48.98596485
7,65.55276631
0,66.84791246
3,60.20531722
0,90.57395134
5,75.35975743
4,93.79838032
1,90.07760085
5,99.33768585
0,92.59985649
7,58.96570164
4,74.22155378
2,27.78101262
0,93.27221205
7,64.10230116
3,92.09238408
0,46.57601987
2,92.09920035
6,29.94956941
7,69.87171391
0,84.67610222
5,66.62027906
0,86.12409964
0,93.38093618
2,88.67597108
7,93.83916295
7,57.31734359
2,6.379875788
7,23.65339914
0,91.84759495
1,52.85458427
7,68.28027307
6,94.13601525
3,90.98194298
7,92.18630697
5,98.35770378
0,48.66934789
4,76.4894434
7,98.3450667
7,92.41586125
7,60.66321529
7,89.74246474
3,79.93333423
1,99.20751328
5,80.49896065
1,43.94501206
6,95.0351687
0,98.00807952
1,98.3774637
1,98.65514685
0,93.03393133
1,93.58027647
0,71.65336161
1,83.35221163
0,53.1374135
6,47.52350758
0,30.29781056
1,81.63658484
5,5.125120423
0,74.26220694
5,99.66283326
4,95.89395816
2,96.86925218
7,78.32242217
6,47.22319469
7,79.93333423
2,60.9709885
0,47.22319469
1,82.18267485
0,73.59778515
4,92.1025695
5,93.06385095
0,42.53225571
0,12.28647894
5,71.40661886
0,79.81648603
1,63.88776352
0,93.53501253
0,30.29781056
0,82.7490864
3,94.77003608
0,92.08608045
7,85.61821001
7,74.22155378
1,43.38387385
1,98.06460833
0,94.37059045
1,57.31734359
3,75.81046973
5,94.03227262
0,69.83564514
0,96.62240773
7,25.37454537
0,94.91944326
5,87.10949429
2,89.23519997
3,30.94360622
6,91.49215597
0,41.98150796
4,95.20482698
0,68.81598162
2,96.75003092
7,17.19094059
0,92.46529889
7,82.57551316
7,80.47617765
0,97.64778272
0,87.37910072
1,1.112749347
7,97.44787002
0,99.1867984
5,98.8058366
0,72.18388097
2,61.79232599
3,83.52857393
4,97.74653158
0,98.05486199
2,87.87850996
0,96.08247322
2,25.62543853
2,39.90926389
0,70.57774417
7,77.20364961
3,37.10650136
1,89.8578443
3,95.34309976
7,11.37372206
7,33.45494264
4,87.10946842
5,91.62890905
6,45.16626978
0,83.90474553
5,97.64667271
0,86.00972589
6,42.12549278
0,96.62999717
6,1.262835309
4,29.94956941
7,83.09080929
2,67.52847944
0,72.08322728
1,60.37094182
0,33.66779009
2,78.13156862
5,46.07997675
0,52.22408981
3,22.00897479
1,86.28807602
0,42.12549278
7,3.163642944
2,55.79291405
6,51.7428672
7,99.36215597
0,87.89933447
3,4.163588119
0,23.56629787
0,6.282803537
5,19.86901809
5,62.63958476
0,99.81768496
7,0.695497511
7,18.31768251
2,57.65945829
7,5.237702273
5,99.42930272
3,27.25450767
0,61.12841374
7,29.14504055
5,8.422069576
5,54.17779991
0,70.67451976
2,62.34594798
0,60.42147903
3,89.17579126
0,59.75373678
2,40.53775276
0,84.10842539
0,95.58328573
0,84.17926903
1,57.60270767
0,96.76671682
4,77.39416894
5,81.9397258
3,78.49593958
7,47.61014854
7,95.70971305
5,87.76286251
3,35.75781836
5,98.59757938
7,25.42919289
3,26.61563241
5,97.16422987
6,80.06454613
0,89.08233245
7,71.50224257
